資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	国立国会図書館デジタルコレクション複製本リンク
40-045-01	東洋文庫本法華経音訓	669	665	位	位	位	位			1	1	平	平	ヰ	ヰ				序品	15a4_2		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	670	666	隨	隨	隨	隨			1	1	去濁	去濁	スイ	スイ				序品	15a4_3		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	671	667	發	發	發	發			1	1	入	入	ホツ	ホツ				序品	15a4_4		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	672	668	聽	聽	聽	聽			1	1	平／去	平／去	チヤウ	チヤウ				序品	15a5_1		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	673	669	座	座	座	座			1	1	平濁	平濁	サ	サ				序品	15a5_2		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	674	670	弟	弟	弟	弟			1	1	平濁／去	平濁／去	テ／テイ	テ／テイ				序品	15a5_3		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	675	671	謂	謂	謂	謂			1	1	平	平	ヰ	ヰ				序品	15a5_4		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	676	672	頃	頃	頃	頃			1	1	平	平	クヰヤウ	クヰヤウ				序品	15a6_1		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	677	673	懈	懈	懈	懈			1	1	平濁	平濁	ケ	ケ				序品	15a6_2		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	678	674	倦	倦	倦	倦			1	1	平	平	クエン	クエン				"序品,(倦,_)"	15a6_3		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	679	675	勸	_	勸	_			1	1	平	平	(クエン)	(クエン)				"序品,同(倦,_)"	15a6_4		https://dl.ndl.go.jp/pid/3438692/1/16
40-045-01	東洋文庫本法華経音訓	680	676	門	門	門	門			1	1	上／去	上／去	モン	モン				序品	15b1_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	681	677	餘	餘	餘	餘			1	1	上	上	ヨ	ヨ				序品	15b1_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	682	678	告	告	告	告			1	1	平濁／入	平濁／入	カウ／コク	カウ／コク				序品	15b1_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	683	679	藏	藏	藏	藏			1	1	平濁	平濁	サウ	サウ				序品	15b1_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	684	680	堅	堅	堅	堅			1	1	去	去	ケン	ケン				序品	15b2_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	685	681	燃	燃	燃	燃			1	1	去	去	ネン	ネン				序品	15b2_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	686	682	貪	貪	貪	貪			1	1	上／去	上／去	トン	トン				序品	15b2_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	687	683	雖	雖	雖	雖			1	1	上／去	上／去	スイ	スイ				序品	15b2_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	688	684	讀	讀	讀	讀			1	1	入濁	入濁	トク	トク				序品	15b3_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	689	685	忘	忘	忘	忘			1	1	平	平	マウ	マウ				序品	15b3_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	690	686	失	失	失	失			1	1	入	入	シチ	シチ				序品	15b3_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	691	687	根	根	根	根			1	1	上／去	上／去	コン	コン				序品	15b3_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	692	688	値	_	値	_			1	1	上	上	チ	チ				序品	15b4_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	693	689	豈	豈	豈	豈			1	1	去	去	キ	キ				序品	15b4_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	694	690	異	異	異	異			1	1	平	平	イ	イ				序品	15b4_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	695	691	乎	乎	乎	乎			1	1	平	平	コ	コ				序品	15b4_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	696	692	也	也	也	也			1	1	上	上	ヤ	ヤ				序品	15b5_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	697	693	汝	汝	汝	汝			1	1	平	平	ニヨ	ニヨ				序品	15b5_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	698	694	分	分	分	分			1	1	平濁／去	平濁／去	フン	フン				序品	15b5_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	699	695	別	別	別	別			1	1	入濁	入濁	ヘツ	ヘツ				序品	15b5_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	700	696	瑠	瑠	瑠璃	瑠璃			1	2	上／去	上上／去上	ル	ルリ				序品	15b6_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	701	696	璃	璃	瑠璃	瑠璃			2	2	上	上上／去上	リ	ルリ				序品	15b6_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	702	697	玻	玻	玻_王梨	玻_王梨			1	2	上	上上	ハ	ハリ				序品	15b6_2	異作頗_	https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	703	697	〓	_王梨	玻_王梨	玻_王梨			2	2	上	上上	リ	ハリ				序品	15b6_2	U+2DE73、異作頗_	https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	704	698	端	端	端	端			1	1	去	去	タン	タン				序品	15b6_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	705	699	甚	甚	甚	甚			1	1	平濁／去濁	平濁／去濁	シン	シン				序品	16a1_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	706	700	内	内	内	内			1	1	平／去	平／去	ナイ／ヌイ	ナイ／ヌイ				序品	16a1_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	707	701	像	像	像	像			1	1	平濁	平濁	サウ	サウ				序品	16a1_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	708	702	奉	奉	奉	奉			1	1	平濁	平濁	フ	フ				序品	16a1_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	709	703	適	適	適	適			1	1	入	入	チヤク／シヤク	チヤク／シヤク				序品	16a2_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	710	704	眼	眼	眼	眼			1	1	平濁	平濁	ケン	ケン				序品	16a2_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	711	705	歸	歸	歸	歸			1	1	上／去	上／去	クヰ	クヰ				"序品,(歸,_)"	16a2_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	712	706	歸	_	歸	_			1	1	(上／去)	(上／去)	(クヰ)	(クヰ)				"序品,同(歸,_)"	16a2_4	作帰非	https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	713	707	唯	唯	唯	唯			1	1	去	去	ユイ	ユイ				序品	16a3_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	714	708	證	證	證	證			1	1	平	平	シヨウ	シヨウ				序品	16a3_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	715	709	既	_	既	_			1	1	上／去	上／去	キ	キ				序品	16a3_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	716	710	尋	尋	尋	尋			1	1	去濁	去濁	シン	シン				序品	16a3_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	717	711	實	實	實	實			1	1	入濁	入濁	シチ	シチ				序品	16a4_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	718	712	逸	逸	逸	逸			1	1	入	入	イチ	イチ				序品	16a4_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	719	713	遇	遇	遇	遇			1	1	上濁／去濁	上濁／去濁	ク	ク				序品	16a4_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	720	714	懷	懷	懷	懷			1	1	平	平	エ／クワイ	エ／クワイ				序品	16a4_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	721	715	悲	悲	悲	悲			1	1	上／去	上／去	ヒ	ヒ				序品	16a5_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	722	716	速	速	速	速			1	1	入	入	ソク	ソク				序品	16a5_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	723	717	慰	慰	慰	慰			1	1	平	平	ヰ	ヰ				序品	16a5_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	724	718	勿	勿	勿	勿			1	1	入	入	モツ	モツ				序品	16a5_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	725	719	憂	憂	憂	憂			1	1	上／去	上／去	ウ	ウ				序品	16a6_1		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	726	720	怖	怖	怖	怖			1	1	平	平	フ	フ				"序品,(怖,_)"	16a6_2		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	727	721	怖	_	怖	_			1	1	(平)	(平)	(フ)	(フ)				"序品,同(怖,_)"	16a6_3		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	728	722	薪	薪	薪	薪			1	1	上	上	シン	シン				序品	16a6_4		https://dl.ndl.go.jp/pid/3438692/1/17
40-045-01	東洋文庫本法華経音訓	729	723	火	火	火	火			1	1	平	平	クワ	クワ				序品	16b1_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	730	724	倍	倍	倍	倍			1	1	平濁	平濁	ハイ	ハイ				序品	16b1_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	731	725	加	加	加	加			1	1	上／去	上／去	カ	カ				序品	16b1_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	732	726	順	順	順	順			1	1	平濁	平濁	シユン	シユン				序品	16b1_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	733	727	繼	繼	繼	繼			1	1	去濁	去濁	ケイ	ケイ				"序品,(繼,継)"	16b2_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	734	728	繼	継	繼	継			1	1	(去濁)	(去濁)	(ケイ)	(ケイ)				"序品,同(繼,継)"	16b2_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	735	729	仙	仙	仙	仙			1	1	平	平	セン	セン				"序品,(仙,僊,__)"	16b2_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	736	730	仙	僊	仙	僊			1	1	(平)	(平)	(セン)	(セン)				"序品,同(仙,僊,__)"	16b2_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	737	731	仙	__	仙	__			1	1	(平)	(平)	(セン)	(セン)				"序品,同(仙,僊,__)"	16b3_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	738	732	脱	_月_	脱	_月_			1	1	入濁	入濁	タツ	タツ				"序品,(_月_,_)"	16b3_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	739	733	脱	_	脱	_			1	1	(入濁)	(入濁)	(タツ)	(タツ)				"序品,同(_月_,_)"	16b3_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	740	734	怠	怠	怠	怠			1	1	平	平	タイ	タイ				序品	16b3_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	741	735	遊	遊	遊	遊			1	1	上	上	ユ	ユ				序品	16b4_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	742	736	族	族	族	族			1	1	入濁	入濁	ソク	ソク				序品	16b4_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	743	737	習	習	習	習			1	1	入	入	シフ	シフ				序品	16b4_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	744	738	廢	廢	廢	廢			1	1	平	平	ハイ	ハイ				序品	16b4_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	745	739	則	則	則	則			1	1	入	入	ソク	ソク				序品	16b5_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	746	740	助	助	助	助			1	1	平濁	平濁	シヨ	シヨ				序品	16b5_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	747	741	待	待	待	待			1	1	平／上濁／去濁	平／上濁／去濁	タイ	タイ				序品	16b5_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	748	742	充	充	充	充			1	1	上濁／去濁	上濁／去濁	シユウ	シユウ				序品	16b5_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	749	743	悔	悔	悔	悔			1	1	平	平	クエ	クエ				序品	16b6_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	750	744	斷	斷	斷	斷			1	1	平濁	平濁	タン	タン				"序品,(斷,断)"	16b6_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	751	745	斷	断	斷	断			1	1	(平濁)	(平濁)	(タン)	(タン)				"序品,同(斷,断)"	16b6_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	752	746	詳	詳	詳	詳			1	1	平	平	シヤウ	シヤウ				方便品	17a2_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	753	747	就	就	就	就			1	1	平濁	平濁	シユ	シユ				方便品	17a2_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	754	748	宜	_	宜	_			1	1	上濁	上濁	キ	キ				"方便品,(_,宜,_)"	17a2_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	755	749	宜	宜	宜	宜			1	1	(上濁)	(上濁)	(キ)	(キ)				"方便品,同(_,宜,_)"	17a2_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	756	750	宜	_	宜	_			1	1	(上濁)	(上濁)	(キ)	(キ)				"方便品,同(_,宜,_)"	17a3_1	_は_宀互	https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	757	751	吾	吾	吾	吾			1	1	平濁	平濁	コ	コ				方便品	17a3_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	758	752	譬	譬	譬	譬			1	1	平	平	ヒ	ヒ				方便品	17a3_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	759	753	引	引	引	引			1	1	平	平	イン	イン				方便品	17a3_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	760	754	礙	礙	礙	礙			1	1	平濁	平濁	ケ	ケ				"方便品,(礙,_,_,_)"	17a4_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	761	755	礙	_	礙	_			1	1	(平濁)	(平濁)	(ケ)	(ケ)				"方便品,同(礙,_,_,_)"	17a4_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	762	756	_	_	_	_			1	1	(平濁)	(平濁)	(ケ)	(ケ)				"方便品,同(礙,_,_,_)"	17a4_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	763	757	_	_	_	_			1	1	(平濁)	(平濁)	(ケ)	(ケ)				"方便品,同(礙,_,_,_)"	17a4_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	764	758	畏	畏	畏	畏			1	1	平	平	ヰ	ヰ				方便品	17a5_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	765	759	辭	_	辭	_			1	1	平濁	平濁	シ	シ				"方便品,(_,_,辭)"	17a5_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	766	760	辭	_	辭	_			1	1	(平濁)	(平濁)	(シ)	(シ)				"方便品,同(_,_,辭)"	17a5_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	767	761	辭	辭	辭	辭			1	1	(平濁)	(平濁)	(シ)	(シ)				"方便品,同(_,_,辭)"	17a5_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	768	762	要	要	要	要			1	1	平	平	エウ	エウ				"方便品,(要,腰)"	17a6_1		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	769	763	腰	腰	腰	腰			1	1	(平)	(平)	(エウ)	(エウ)				"方便品,同(要,腰)"	17a6_2		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	770	764	止	止	止	止			1	1	平	平	シ	シ				方便品	17a6_3		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	771	765	乃	乃	乃	乃			1	1	去	去	ナイ	ナイ				方便品	17a6_4		https://dl.ndl.go.jp/pid/3438692/1/18
40-045-01	東洋文庫本法華経音訓	772	766	末	末	末	末			1	1	入	入	マツ	マツ				方便品	17b1_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	773	767	雄	雄	雄	雄			1	1	去	去	ヲウ	ヲウ				方便品	17b1_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	774	768	取	取	取	取			1	1	平	平	シユ	シユ				方便品	17b1_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	775	769	類	類	類	類			1	1	平	平	ルイ	ルイ				方便品	17b1_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	776	770	測	測	測	測			1	1	入	入	シキ	シキ				方便品	17b2_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	777	771	了	了	了	了			1	1	平	平	レウ	レウ				方便品	17b2_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	778	772	堪	堪	堪	堪			1	1	上／去	上／去	カン	カン				方便品	17b2_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	779	773	假	假	假	假			1	1	平	平	ケ	ケ				方便品	17b2_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	780	774	使	使	使	使			1	1	平	平	シ	シ				方便品	17b3_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	781	775	共	共	共	共			1	1	平濁	平濁	ク	ク				方便品	17b3_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	782	776	刹	刹	刹	刹			1	1	入	入	セチ	セチ				方便品	17b3_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	783	777	竹	竹	竹	竹			1	1	入	入	チク	チク				方便品	17b3_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	784	778	莫	莫	莫	莫			1	1	入	入	マク	マク				方便品	17b4_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	785	779	少	少	少	少			1	1	平	平	セウ	セウ				方便品	17b4_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	786	780	新	新	新	新			1	1	去	去	シン	シン				方便品	17b4_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	787	781	稻	稻	稻	稻			1	1	去	去	タウ	タウ				方便品	17b4_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	788	782	麻	麻	麻	麻			1	1	上	上	マ	マ				方便品	17b5_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	789	783	葦	葦	葦	葦			1	1	上	上	ヰ	ヰ				方便品	17b5_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	790	784	河	河	河	河			1	1	上濁	上濁	カ	カ				方便品	17b5_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	791	785	久	久	久	久			1	1	平	平	ク	ク				方便品	17b5_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	792	786	縛	縛	縛	縛			1	1	入濁	入濁	ハク	ハク				方便品	17b6_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	793	787	慇	慇	慇懃	慇懃			1	2	去	去上濁	ヲン	ヲンコン				方便品	17b6_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	794	787	懃	懃	慇懃	慇懃			2	2	上濁	去上濁	コン	ヲンコン				方便品	17b6_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	795	788	昔	昔	昔	昔			1	1	入	入	シヤク	シヤク				"方便品,(昔,_)"	17b6_3		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	796	789	昔	_	昔	_			1	1	(入)	(入)	(シヤク)	(シヤク)				"方便品,同(昔,_)"	17b6_4		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	797	790	網	網	網	網			1	1	上／去	上／去	マウ	マウ				方便品	18a1_1		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	798	791	視	視	視	視			1	1	平	平	シ	シ				方便品	18a1_2		https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	799	792	豫	豫	豫	豫			1	1	平	平	ヨ	ヨ				"方便品,(豫,預)"	18a1_3	豫の「予」の「マ」は「コ」	https://dl.ndl.go.jp/pid/3438692/1/19
40-045-01	東洋文庫本法華経音訓	800	793	預	預	預	預			1	1	(平)	(平)	(ヨ)	(ヨ)				"方便品,同(豫,預)"	18a1_4	預の「予」の「マ」は「コ」	https://dl.ndl.go.jp/pid/3438692/1/19
